price,vehicleType,gearbox,powerPS,model,kilometer,fuelType,brand,notRepairedDamage,Age
1450,limousine,manual,101,vectra,150000,petrol,opel,no,20.67
7900,kombi,automatic,218,5er,150000,diesel,bmw,no,16.75
700,,manual,45,fiesta,90000,petrol,ford,no,30
1350,small car,manual,75,corsa,150000,petrol,opel,no,19.67
299,small car,manual,54,twingo,150000,petrol,renault,,21.67
777,,manual,130,900,150000,petrol,saab,no,4.25
3349,coupe,manual,147,astra,150000,petrol,opel,no,19.42
800,,manual,90,,150000,,volkswagen,,4
8800,bus,automatic,150,zafira,80000,diesel,opel,no,14.25
650,small car,manual,60,,5000,,seat,no,22.33
2900,small car,manual,75,polo,125000,petrol,volkswagen,yes,16.75
5999,kombi,manual,160,octavia,150000,petrol,skoda,no,10.25
990,kombi,manual,75,rio,150000,lpg,kia,no,15.08
820,limousine,manual,105,,150000,,bmw,yes,19.5
8500,suv,manual,84,sandero,40000,petrol,dacia,no,8.42
13900,suv,manual,140,tiguan,100000,diesel,volkswagen,no,12.17
2990,kombi,manual,80,megane,150000,diesel,renault,no,15.17
480,small car,manual,60,polo,150000,petrol,volkswagen,yes,21.33
5790,small car,manual,60,polo,90000,petrol,volkswagen,no,9.08
4999,limousine,automatic,105,astra,90000,petrol,opel,,13.58
9300,bus,manual,125,altea,50000,petrol,seat,no,12
10499,limousine,manual,218,3er,125000,petrol,bmw,no,13.58
800,,manual,60,2_reihe,150000,petrol,peugeot,,4.42
3000,kombi,manual,150,3er,150000,diesel,bmw,no,16.33
4500,cabrio,manual,109,colt,70000,petrol,mitsubishi,yes,12.92
2750,small car,manual,75,fabia,125000,petrol,skoda,no,15.58
15555,kombi,manual,105,golf,80000,diesel,volkswagen,no,8.75
3999,,manual,140,touran,150000,diesel,volkswagen,,15.83
2500,small car,manual,75,fabia,150000,petrol,skoda,no,17
37500,cabrio,manual,110,911,60000,petrol,porsche,no,52.83
1700,,manual,125,signum,150000,,opel,yes,4.5
1850,kombi,automatic,131,a4,150000,lpg,audi,yes,19.92
9999,suv,manual,121,wrangler,150000,petrol,jeep,no,32.42
3300,small car,manual,67,clio,125000,diesel,renault,no,11.58
999,kombi,manual,150,,150000,petrol,bmw,,21.83
3490,kombi,automatic,150,signum,150000,diesel,opel,no,17
600,limousine,manual,75,golf,150000,petrol,volkswagen,,21.33
300,others,manual,130,focus,150000,petrol,ford,yes,19.83
1900,,manual,75,golf,150000,petrol,volkswagen,no,2.92
7950,limousine,automatic,241,3er,150000,diesel,bmw,no,13.83
5999,limousine,manual,116,focus,125000,petrol,ford,no,11
800,small car,manual,90,2_reihe,150000,petrol,peugeot,no,22.08
2799,small car,manual,68,1_reihe,90000,petrol,peugeot,no,14.92
600,small car,manual,60,polo,150000,petrol,volkswagen,no,25.67
12500,kombi,manual,150,octavia,80000,petrol,skoda,no,12.25
2600,small car,manual,109,2_reihe,125000,petrol,peugeot,no,17.83
10790,coupe,manual,185,andere,150000,petrol,mercedes_benz,no,39.42
5200,limousine,automatic,163,,150000,diesel,skoda,no,17
7900,small car,manual,82,fiesta,40000,petrol,ford,no,8.33
15900,kombi,manual,177,5er,100000,diesel,bmw,no,10.42
1250,limousine,manual,105,toledo,150000,diesel,seat,yes,16.08
14900,bus,manual,105,touran,90000,diesel,volkswagen,no,7.5
12400,kombi,manual,170,c_klasse,150000,diesel,mercedes_benz,no,11.08
200,bus,manual,90,berlingo,150000,petrol,citroen,yes,22
150,,manual,60,twingo,100000,petrol,renault,no,20.67
180,small car,automatic,33,seicento,125000,petrol,fiat,yes,22.58
8800,limousine,automatic,95,andere,125000,petrol,mercedes_benz,no,50.25
2500,kombi,manual,101,astra,150000,diesel,opel,yes,14.25
500,small car,manual,90,clio,150000,petrol,renault,no,21.75
17900,bus,manual,174,transporter,150000,diesel,volkswagen,no,11.5
2500,limousine,manual,101,passat,150000,petrol,volkswagen,no,21.17
2999,,manual,101,,150000,petrol,volkswagen,,30.75
7000,limousine,automatic,177,5er,150000,petrol,bmw,,15.83
6890,limousine,automatic,150,e_klasse,150000,diesel,mercedes_benz,no,16.33
11500,limousine,manual,150,x_reihe,150000,diesel,bmw,no,16
3700,coupe,automatic,163,clk,150000,petrol,mercedes_benz,,17
5000,coupe,manual,140,andere,125000,petrol,alfa_romeo,no,15.17
999,small car,manual,54,twingo,150000,petrol,renault,,19.08
1450,limousine,manual,90,a_klasse,150000,diesel,mercedes_benz,no,20.08
1490,,manual,58,kangoo,150000,petrol,renault,,3.75
600,small car,manual,50,lupo,150000,petrol,volkswagen,,21.92
11000,bus,manual,102,touran,90000,petrol,volkswagen,no,12
350,small car,manual,55,punto,125000,petrol,fiat,no,25.25
720,small car,manual,90,tigra,150000,petrol,opel,no,20.5
1700,cabrio,manual,110,mx_reihe,150000,petrol,mazda,no,21.58
450,limousine,manual,150,5er,150000,petrol,bmw,,29.58
800,small car,manual,56,twingo,125000,petrol,renault,no,22.5
1600,,manual,101,,150000,diesel,audi,no,4
16599,suv,automatic,140,tiguan,125000,diesel,volkswagen,no,11.25
1999,small car,manual,75,golf,150000,,volkswagen,,18
29900,limousine,automatic,245,x_reihe,100000,diesel,bmw,no,10.92
6900,limousine,manual,170,5er,150000,petrol,bmw,no,16.83
3999,kombi,automatic,163,a4,150000,diesel,audi,,15.42
550,,manual,90,tigra,150000,,opel,,4.67
13500,bus,automatic,110,transporter,150000,petrol,volkswagen,no,26.17
8990,kombi,automatic,200,passat,125000,petrol,volkswagen,no,13.33
6100,suv,manual,80,jimny,40000,petrol,suzuki,no,17.25
9000,kombi,manual,110,,60000,,hyundai,no,8.33
5900,kombi,manual,105,fabia,150000,diesel,skoda,no,9.67
1850,limousine,manual,116,golf,150000,petrol,volkswagen,yes,21.67
10500,small car,manual,101,,40000,petrol,opel,no,7.5
9800,limousine,automatic,185,s_klasse,150000,petrol,mercedes_benz,no,41.5
1600,limousine,manual,125,passat,150000,petrol,volkswagen,,23.25
2000,small car,manual,107,,150000,,volkswagen,yes,35
6400,cabrio,automatic,193,slk,150000,petrol,mercedes_benz,no,21.42
1200,limousine,manual,191,,150000,petrol,bmw,,26.58
2500,small car,manual,69,fox,150000,diesel,volkswagen,no,13.42
14337,limousine,automatic,170,q5,125000,diesel,audi,no,10.5
1800,coupe,manual,75,polo,150000,petrol,volkswagen,,31.25
950,limousine,manual,98,clio,150000,petrol,renault,no,17.5
2200,small car,manual,50,polo,125000,petrol,volkswagen,no,19.25
300,,manual,55,,150000,,hyundai,no,25.5
6590,limousine,manual,185,159,125000,petrol,alfa_romeo,no,16
1600,kombi,manual,116,focus,150000,petrol,ford,no,19.33
8650,limousine,manual,218,5er,150000,diesel,bmw,,17.58
13500,bus,manual,131,transporter,150000,diesel,volkswagen,no,11.33
6500,coupe,manual,125,andere,150000,petrol,opel,no,34.58
2350,limousine,automatic,101,focus,150000,petrol,ford,no,15.5
2750,limousine,manual,109,andere,150000,petrol,mercedes_benz,no,30.67
6750,cabrio,automatic,230,,125000,,bmw,,19.33
8222,limousine,manual,200,golf,150000,petrol,volkswagen,no,14.5
14500,limousine,automatic,145,x_type,100000,diesel,jaguar,no,11.58
4990,small car,manual,115,a3,150000,petrol,audi,no,14.92
200,limousine,manual,75,cordoba,150000,petrol,seat,yes,22.08
5900,coupe,manual,238,andere,150000,petrol,toyota,no,28.42
1250,bus,manual,150,voyager,150000,petrol,chrysler,no,22.83
860,small car,manual,101,focus,150000,,ford,yes,19.42
5200,kombi,automatic,190,e_klasse,150000,diesel,mercedes_benz,yes,12.75
16900,cabrio,manual,140,eos,60000,diesel,volkswagen,no,9.33
2890,small car,manual,125,a_klasse,150000,petrol,mercedes_benz,no,17.08
1199,limousine,manual,95,c_klasse,150000,diesel,mercedes_benz,,24.25
4350,limousine,manual,116,astra,150000,petrol,opel,no,12.42
699,,manual,90,laguna,150000,,renault,no,4.33
1400,small car,manual,69,corsa,150000,diesel,opel,no,16.75
11950,cabrio,manual,252,boxster,125000,petrol,porsche,no,19.58
6999,limousine,automatic,177,5er,150000,diesel,bmw,yes,14.58
7500,suv,automatic,175,tucson,150000,petrol,hyundai,no,15
6600,limousine,manual,110,golf,150000,diesel,volkswagen,no,12.92
14500,small car,automatic,179,polo,50000,petrol,volkswagen,no,10
18900,limousine,manual,156,3_reihe,30000,petrol,peugeot,,6.08
5999,kombi,manual,140,passat,150000,diesel,volkswagen,no,14.42
150,small car,manual,60,clio,150000,petrol,renault,no,25
600,kombi,manual,174,passat,150000,petrol,volkswagen,yes,26
500,limousine,automatic,101,3_reihe,150000,petrol,peugeot,no,25.25
4590,small car,manual,64,polo,90000,petrol,volkswagen,no,14.25
100,bus,automatic,200,espace,150000,petrol,renault,yes,22
3500,bus,manual,102,transporter,150000,diesel,volkswagen,no,20.17
14900,cabrio,manual,105,golf,20000,petrol,volkswagen,no,8.25
11900,kombi,manual,125,astra,125000,diesel,opel,no,9.58
1199,limousine,manual,150,3er,150000,petrol,bmw,no,22.5
1650,limousine,manual,128,rav,150000,petrol,toyota,,21.08
4200,small car,manual,86,aveo,60000,petrol,chevrolet,,7.42
11650,kombi,automatic,122,golf,100000,petrol,volkswagen,no,10.75
6399,kombi,automatic,105,golf,150000,diesel,volkswagen,no,10.08
2900,kombi,automatic,290,a6,150000,petrol,audi,,27
1950,limousine,automatic,75,golf,70000,petrol,volkswagen,no,24.58
3200,small car,manual,69,yaris,150000,petrol,toyota,no,13.75
950,small car,manual,58,corsa,150000,petrol,opel,no,19.25
700,,manual,60,polo,150000,petrol,volkswagen,,3
2590,limousine,manual,80,fusion,125000,petrol,ford,yes,14.25
8500,kombi,automatic,140,passat,150000,diesel,volkswagen,,14.17
8900,limousine,automatic,204,a4,150000,diesel,audi,no,15.58
1000,bus,manual,87,transporter,150000,diesel,volkswagen,yes,18.08
850,small car,manual,54,corsa,150000,petrol,opel,no,20.67
9300,kombi,automatic,170,c5,125000,diesel,citroen,no,12.92
3876,small car,manual,75,fox,80000,petrol,volkswagen,no,14.33
5000,limousine,manual,116,focus,150000,petrol,ford,no,11.17
4800,small car,automatic,71,fortwo,60000,petrol,smart,no,10.92
5999,limousine,manual,143,3er,150000,petrol,bmw,no,18.42
5200,,manual,105,caddy,150000,diesel,volkswagen,no,3.5
1100,small car,manual,60,polo,150000,petrol,volkswagen,no,21.83
2999,limousine,manual,101,a3,100000,petrol,audi,no,22.25
4850,limousine,automatic,140,golf,150000,diesel,volkswagen,no,14.92
10200,kombi,manual,116,mondeo,80000,diesel,ford,no,9
300,,automatic,130,carisma,150000,petrol,mitsubishi,yes,22
390,,manual,75,andere,150000,,citroen,,3.33
980,limousine,manual,170,,150000,petrol,bmw,,25
350,,manual,54,corsa,150000,petrol,opel,,20
55999,kombi,automatic,272,andere,20000,diesel,audi,no,5.25
1800,limousine,manual,150,5er,150000,petrol,bmw,no,25.42
6199,kombi,manual,170,passat,150000,diesel,volkswagen,no,14.67
1900,,manual,90,civic,150000,petrol,honda,,3.17
9199,coupe,manual,200,andere,150000,diesel,alfa_romeo,no,13.83
7950,cabrio,manual,69,500,70000,petrol,fiat,no,9.83
1000,small car,manual,60,polo,150000,petrol,volkswagen,no,24.67
2950,small car,manual,68,aygo,80000,petrol,toyota,no,12.33
12700,limousine,manual,109,3_reihe,40000,diesel,mazda,no,10.42
2600,kombi,manual,163,5er,150000,diesel,bmw,yes,18.08
999,small car,manual,59,twingo,150000,petrol,renault,no,19.67
13999,kombi,manual,136,a6,150000,diesel,audi,no,11.08
3000,limousine,manual,143,3er,125000,petrol,bmw,no,19.92
3500,kombi,automatic,122,c_klasse,70000,petrol,mercedes_benz,no,22.92
10700,limousine,automatic,160,golf,100000,petrol,volkswagen,no,11.5
9500,bus,manual,131,transporter,150000,diesel,volkswagen,no,11.25
2599,limousine,manual,90,bora,150000,diesel,volkswagen,no,20.42
2800,small car,manual,98,corsa,150000,petrol,opel,yes,30.83
4650,limousine,automatic,140,golf,150000,diesel,volkswagen,no,14.42
1450,kombi,manual,84,astra,150000,petrol,opel,no,20.92
12150,limousine,automatic,241,golf,150000,petrol,volkswagen,no,17.83
5600,limousine,automatic,140,golf,125000,diesel,volkswagen,yes,15.08
22500,limousine,automatic,218,5er,50000,diesel,bmw,yes,8
11750,limousine,manual,140,astra,50000,petrol,opel,no,9.42
3100,kombi,manual,101,focus,150000,petrol,ford,no,14.58
350,small car,manual,60,fiesta,50000,petrol,ford,no,18.25
1500,,manual,115,stilo,90000,,fiat,no,3
9999,small car,manual,84,andere,40000,petrol,mazda,no,7.17
1900,kombi,manual,125,a4,150000,petrol,audi,no,20.42
2300,,manual,147,zafira,150000,petrol,opel,,4.83
700,small car,manual,60,golf,150000,petrol,volkswagen,no,30.42
1100,small car,manual,75,colt,60000,petrol,mitsubishi,no,20.5
1000,limousine,manual,75,golf,80000,petrol,volkswagen,yes,21.17
1500,coupe,manual,115,astra,150000,petrol,opel,,20.5
8500,cabrio,manual,140,astra,90000,petrol,opel,no,13.75
3690,bus,manual,116,touran,150000,petrol,volkswagen,no,16.08
18500,kombi,automatic,386,e_klasse,150000,petrol,mercedes_benz,no,13.17
1500,kombi,manual,125,a4,150000,petrol,audi,no,24.67
1500,bus,manual,140,espace,150000,petrol,renault,no,20.58
6990,kombi,manual,140,passat,150000,diesel,volkswagen,no,12.5
5490,kombi,manual,140,passat,150000,diesel,volkswagen,no,14.75
9800,small car,manual,109,cooper,70000,diesel,mini,no,12.17
900,small car,manual,75,golf,150000,petrol,volkswagen,,25.83
3300,kombi,manual,150,3er,150000,diesel,bmw,no,18.67
25000,coupe,manual,103,andere,100000,petrol,volvo,no,53.58
2750,small car,manual,65,micra,90000,petrol,nissan,no,17.25
24900,suv,automatic,409,,150000,lpg,sonstige_autos,no,11.75
1850,,manual,110,corolla,150000,petrol,toyota,no,3.5
18850,limousine,manual,122,a_klasse,90000,petrol,mercedes_benz,no,7.25
9000,kombi,manual,140,a3,150000,diesel,audi,no,12.75
9500,kombi,automatic,310,a4,80000,diesel,audi,no,9.33
1800,kombi,manual,90,,150000,diesel,volkswagen,,20
1800,,manual,105,147,150000,petrol,alfa_romeo,no,15.75
13000,limousine,manual,211,golf,125000,petrol,volkswagen,no,10.08
9990,kombi,manual,140,insignia,80000,petrol,opel,no,10.42
999,small car,manual,60,1_reihe,125000,petrol,peugeot,no,16.42
2250,limousine,manual,75,astra,150000,diesel,opel,no,18.17
4800,coupe,manual,80,golf,125000,petrol,volkswagen,,13.5
15500,kombi,automatic,204,5_reihe,125000,diesel,peugeot,no,8.17
1100,limousine,manual,60,panda,90000,petrol,fiat,no,15.5
2500,kombi,manual,109,v50,150000,diesel,volvo,no,16
1399,,manual,54,corsa,100000,petrol,opel,no,2.83
4999,,,95,a_klasse,125000,petrol,mercedes_benz,,4.42
6499,limousine,automatic,245,5er,150000,petrol,bmw,,19.5
550,small car,manual,75,fiesta,150000,petrol,ford,,22.33
750,limousine,manual,115,vectra,150000,petrol,opel,,22.17
41000,suv,automatic,190,x_reihe,20000,diesel,bmw,no,5.5
3650,coupe,manual,90,civic,70000,petrol,honda,,16.58
2650,kombi,automatic,131,mondeo,150000,diesel,ford,no,18.75
549,small car,manual,54,ypsilon,125000,petrol,lancia,no,22.25
16500,kombi,manual,177,3er,125000,diesel,bmw,no,13
2500,,manual,136,c_max,150000,,ford,no,15.75
2200,others,automatic,82,a_klasse,80000,petrol,mercedes_benz,yes,19.75
1699,bus,manual,140,espace,150000,petrol,renault,no,21.25
2000,small car,manual,60,polo,125000,petrol,volkswagen,no,18.33
750,small car,manual,50,fiesta,150000,petrol,ford,no,20
180,small car,manual,50,polo,150000,,volkswagen,,24
2350,limousine,manual,118,3er,150000,petrol,bmw,no,21.25
5000,cabrio,manual,90,tigra,125000,petrol,opel,no,12.33
1100,small car,manual,60,polo,150000,diesel,volkswagen,yes,20.5
3999,cabrio,manual,113,megane,125000,petrol,renault,no,16.92
3800,small car,manual,80,ibiza,150000,diesel,seat,no,12.83
12000,bus,manual,170,andere,90000,diesel,lancia,no,10.25
8100,small car,manual,122,golf,125000,petrol,volkswagen,no,11.58
400,kombi,manual,115,,150000,,ford,,25
22000,suv,automatic,170,glk,60000,diesel,mercedes_benz,no,10.67
3300,kombi,automatic,131,passat,150000,diesel,volkswagen,no,17.5
5800,kombi,manual,140,golf,150000,diesel,volkswagen,no,12.33
100,limousine,manual,67,corsa,150000,diesel,opel,yes,21.33
1500,kombi,manual,125,e_klasse,150000,petrol,mercedes_benz,yes,21.58
3900,kombi,manual,75,caddy,150000,diesel,volkswagen,no,14.42
11800,limousine,manual,200,a3,100000,petrol,audi,no,12.83
8990,suv,manual,136,rav,125000,diesel,toyota,no,12.92
999,cabrio,manual,90,golf,150000,diesel,volkswagen,no,20.83
17500,kombi,manual,140,passat,70000,diesel,volkswagen,no,7.75
1600,,manual,90,kangoo,150000,,renault,,4.17
500,limousine,manual,101,,150000,petrol,opel,,23.33
2500,kombi,manual,101,octavia,150000,diesel,skoda,no,16.25
9990,small car,manual,84,andere,20000,petrol,mazda,no,6.92
1000,cabrio,manual,135,2_reihe,150000,petrol,peugeot,,19.67
9990,cabrio,manual,120,2_reihe,50000,petrol,peugeot,yes,10.83
4250,limousine,automatic,141,6_reihe,150000,petrol,mazda,no,15.42
2350,coupe,automatic,218,,30000,,mercedes_benz,no,22
2900,limousine,manual,132,andere,100000,petrol,mercedes_benz,no,30.58
990,limousine,manual,90,golf,150000,petrol,volkswagen,no,23.67
1900,limousine,manual,140,primera,150000,petrol,nissan,no,18
6800,kombi,manual,105,,150000,diesel,volkswagen,no,14
4800,kombi,manual,185,159,80000,petrol,alfa_romeo,,14.83
13900,kombi,manual,140,passat,90000,diesel,volkswagen,no,10
1950,limousine,automatic,95,a_klasse,150000,,mercedes_benz,no,17.25
5999,cabrio,manual,136,3_reihe,125000,petrol,peugeot,no,15.33
2999,kombi,manual,166,156,150000,petrol,alfa_romeo,no,17.25
500,limousine,manual,75,golf,150000,petrol,volkswagen,yes,21.92
2900,small car,manual,75,clio,70000,petrol,renault,yes,10.33
48900,kombi,automatic,313,a6,30000,diesel,audi,no,7.42
6500,cabrio,manual,120,2_reihe,100000,petrol,peugeot,no,12.25
4000,bus,manual,75,golf,150000,petrol,volkswagen,no,15.5
1450,kombi,manual,170,e_klasse,150000,petrol,mercedes_benz,no,23.92
5500,coupe,manual,286,andere,125000,petrol,nissan,,28.58
2150,kombi,manual,150,a4,150000,diesel,audi,no,19.5
2450,suv,automatic,218,m_klasse,150000,lpg,mercedes_benz,yes,20.42
11900,kombi,automatic,344,a4,150000,petrol,audi,no,14.83
6500,coupe,manual,150,golf,150000,diesel,volkswagen,no,19.58
2499,kombi,manual,101,vivaro,150000,diesel,opel,no,19.92
400,,manual,75,golf,150000,petrol,volkswagen,yes,3.25
8350,cabrio,manual,105,beetle,150000,diesel,volkswagen,no,13.42
4500,kombi,automatic,150,vectra,150000,,opel,no,13
350,small car,manual,65,tigra,30000,petrol,opel,yes,24
8000,kombi,manual,204,a4,150000,diesel,audi,,15.25
15500,cabrio,manual,122,golf,40000,petrol,volkswagen,no,8.17
1200,limousine,manual,75,golf,150000,petrol,volkswagen,no,22.42
3200,kombi,manual,116,astra,150000,petrol,opel,no,12.83
3500,,manual,69,aygo,125000,,toyota,,5
2150,,manual,90,golf,150000,petrol,volkswagen,no,2.42
1250,small car,manual,75,2_reihe,150000,petrol,peugeot,no,18.42
2600,kombi,automatic,140,e_klasse,150000,diesel,mercedes_benz,no,20.58
3799,limousine,automatic,224,s_klasse,150000,petrol,mercedes_benz,no,21.75
13900,suv,automatic,299,discovery,150000,petrol,land_rover,no,15.92
1350,limousine,,69,corsa,150000,diesel,opel,,16.25
17850,bus,automatic,196,transporter,150000,diesel,volkswagen,no,16.83
7000,,manual,160,golf,150000,,volkswagen,no,2.83
4700,kombi,automatic,105,,150000,petrol,opel,no,13.83
9200,cabrio,automatic,231,3er,150000,petrol,bmw,no,16.83
7490,kombi,manual,110,passat,90000,diesel,volkswagen,no,13
4500,limousine,manual,224,corolla,150000,petrol,toyota,no,14.5
7000,suv,manual,141,tucson,100000,petrol,hyundai,no,12.25
7900,bus,manual,150,sprinter,5000,diesel,mercedes_benz,,13
450,,manual,46,andere,150000,diesel,peugeot,yes,4.25
19490,suv,automatic,215,xc_reihe,150000,diesel,volvo,no,9.75
1400,limousine,manual,190,156,150000,,alfa_romeo,no,22.83
1300,small car,,74,lupo,150000,,volkswagen,,21.08
18450,bus,manual,120,meriva,20000,petrol,opel,no,6.5
13900,limousine,automatic,190,e_klasse,150000,diesel,mercedes_benz,no,12.67
9600,bus,manual,105,touran,125000,diesel,volkswagen,no,11.33
8888,coupe,manual,95,a_klasse,90000,petrol,mercedes_benz,no,10.5
750,small car,manual,54,corsa,150000,petrol,opel,no,20.08
3550,small car,manual,80,fiesta,100000,petrol,ford,no,12.92
4999,small car,automatic,116,a_klasse,150000,petrol,mercedes_benz,,15.58
18800,bus,manual,110,golf,20000,diesel,volkswagen,no,6.75
250,small car,manual,82,colt,150000,petrol,mitsubishi,yes,20
2500,kombi,manual,116,passat,150000,diesel,volkswagen,no,20.75
750,,manual,100,andere,150000,,chrysler,yes,30
2500,kombi,manual,143,e_klasse,150000,diesel,mercedes_benz,no,19.58
600,kombi,manual,139,laguna,150000,petrol,renault,no,23
450,small car,manual,50,fiesta,150000,petrol,ford,no,25.5
7900,bus,manual,105,touran,150000,diesel,volkswagen,no,14
5990,limousine,manual,116,1er,125000,petrol,bmw,no,16.67
6099,coupe,manual,110,megane,125000,petrol,renault,no,11.25
21900,suv,automatic,235,,150000,diesel,bmw,no,12.17
950,kombi,manual,101,passat,150000,petrol,volkswagen,,23.5
6200,small car,manual,75,twingo,30000,petrol,renault,no,9
6750,suv,automatic,150,cherokee,150000,diesel,jeep,no,16.5
1950,coupe,manual,129,c_klasse,150000,petrol,mercedes_benz,no,19.25
10800,limousine,manual,120,a4,10000,petrol,audi,no,13.75
3150,kombi,automatic,163,a6,150000,diesel,audi,no,17.17
600,small car,manual,75,andere,150000,petrol,suzuki,no,21.08
8250,cabrio,,84,fortwo,50000,petrol,smart,no,10.42
1900,limousine,manual,90,bora,150000,diesel,volkswagen,no,21.25
1650,kombi,manual,150,octavia,150000,petrol,skoda,no,20.08
3490,cabrio,manual,140,z_reihe,150000,petrol,bmw,no,22.42
1750,limousine,manual,170,5er,150000,petrol,bmw,no,20.25
4890,bus,manual,136,touran,150000,diesel,volkswagen,no,16.08
600,kombi,manual,100,passat,150000,petrol,volkswagen,yes,23
3750,bus,manual,140,sharan,150000,diesel,volkswagen,,14.08
950,suv,manual,116,andere,150000,petrol,opel,no,23.33
9850,limousine,automatic,224,c_klasse,150000,diesel,mercedes_benz,no,14.17
950,kombi,manual,100,golf,150000,petrol,volkswagen,no,20.08
3250,limousine,manual,118,e_klasse,150000,petrol,mercedes_benz,no,31.58
550,,manual,116,,150000,petrol,audi,no,3
15300,limousine,manual,150,golf,60000,diesel,volkswagen,no,7.25
2800,small car,manual,75,golf,150000,petrol,volkswagen,,21.83
1250,limousine,manual,125,carisma,125000,petrol,mitsubishi,no,22.08
5499,kombi,automatic,250,andere,150000,petrol,audi,no,17.33
900,kombi,manual,166,156,150000,petrol,alfa_romeo,,18.5
20000,limousine,automatic,110,golf,30000,diesel,volkswagen,no,7.33
800,limousine,manual,125,a4,150000,lpg,audi,no,26
9990,kombi,manual,140,astra,125000,lpg,opel,no,8.83
11500,coupe,automatic,160,passat,150000,petrol,volkswagen,no,11.33
5950,small car,manual,69,i_reihe,20000,petrol,hyundai,no,7.5
850,cabrio,automatic,125,andere,150000,petrol,honda,no,26.17
6599,limousine,manual,177,auris,150000,diesel,toyota,no,13.25
950,small car,manual,50,fiesta,150000,petrol,ford,no,21.42
10500,cabrio,manual,163,slk,100000,petrol,mercedes_benz,no,16.75
3200,kombi,manual,136,passat,150000,diesel,volkswagen,,16.92
11900,coupe,manual,218,6er,150000,petrol,bmw,no,41.25
1700,coupe,manual,90,tigra,150000,petrol,opel,no,24.92
9500,kombi,manual,190,a4,150000,diesel,audi,no,11.08
7350,bus,manual,102,transporter,150000,diesel,volkswagen,no,12.5
15200,limousine,automatic,120,a4,80000,petrol,audi,no,12.42
7500,bus,manual,102,transporter,150000,diesel,volkswagen,yes,21.75
2500,limousine,manual,48,,70000,petrol,fiat,no,49.75
16450,cabrio,manual,177,z_reihe,90000,petrol,bmw,no,14.33
12800,kombi,manual,125,a3,90000,petrol,audi,no,10.17
11000,suv,automatic,218,x_reihe,150000,diesel,bmw,no,15
14999,kombi,manual,184,e_klasse,100000,petrol,mercedes_benz,no,10.42
8750,cabrio,manual,145,focus,90000,petrol,ford,no,13
1850,bus,manual,116,zafira,150000,petrol,opel,no,20.25
2750,small car,manual,87,yaris,125000,petrol,toyota,no,15.92
11000,kombi,automatic,232,andere,150000,diesel,audi,no,14.75
999,small car,manual,60,fiesta,150000,petrol,ford,no,21.33
800,small car,manual,60,corsa,150000,petrol,opel,no,23.42
5800,limousine,automatic,140,passat,150000,diesel,volkswagen,no,13.33
7500,kombi,manual,105,passat,150000,diesel,volkswagen,no,14.83
1190,limousine,manual,150,100,150000,petrol,audi,no,27.25
4999,,manual,105,caddy,150000,,volkswagen,no,3.67
5999,,automatic,71,fortwo,60000,,smart,,3.08
450,kombi,manual,85,mondeo,150000,petrol,ford,no,21
8000,kombi,manual,140,a4,150000,diesel,audi,no,15.83
4850,limousine,manual,143,c_klasse,150000,petrol,mercedes_benz,no,17.67
1200,limousine,manual,75,golf,125000,petrol,volkswagen,no,26.17
7999,small car,manual,95,one,80000,petrol,mini,no,12.42
11300,limousine,automatic,111,c4,125000,diesel,citroen,no,8.58
19000,kombi,manual,140,passat,70000,diesel,volkswagen,no,7.33
17499,cabrio,manual,105,golf,20000,petrol,volkswagen,no,7.33
850,small car,manual,60,corsa,150000,petrol,opel,,21.58
6500,kombi,manual,116,andere,150000,petrol,volvo,no,29.17
4950,,manual,83,civic,150000,petrol,honda,no,14.75
1000,kombi,manual,150,a4,150000,diesel,audi,yes,22.58
800,kombi,manual,105,3er,150000,petrol,bmw,no,26.08
1550,limousine,manual,75,golf,150000,petrol,volkswagen,no,23
7400,,manual,140,touran,150000,diesel,volkswagen,no,3
1590,limousine,manual,101,astra,150000,petrol,opel,no,19.33
3100,small car,manual,68,2_reihe,150000,diesel,peugeot,no,11
9400,cabrio,manual,126,mx_reihe,70000,petrol,mazda,no,12.25
6850,limousine,automatic,250,s_klasse,150000,diesel,mercedes_benz,no,18.92
890,small car,manual,50,polo,150000,,volkswagen,no,30.58
10490,kombi,manual,140,passat,150000,diesel,volkswagen,no,12.58
2990,small car,manual,95,forfour,150000,diesel,smart,no,15.67
1500,limousine,manual,118,andere,150000,petrol,mercedes_benz,no,32.33
1150,small car,manual,69,2_reihe,150000,diesel,peugeot,no,21
2500,limousine,manual,170,3er,150000,petrol,bmw,no,22.67
799,small car,manual,60,micra,150000,petrol,nissan,no,19.67
7250,limousine,automatic,140,b_klasse,150000,diesel,mercedes_benz,no,14.08
350,,manual,54,twingo,150000,others,renault,,23.58
7500,limousine,manual,122,e_klasse,150000,diesel,mercedes_benz,no,17.92
1150,limousine,manual,124,mondeo,150000,,ford,no,20
3950,small car,manual,75,ibiza,150000,petrol,seat,no,14.25
4290,cabrio,manual,109,2_reihe,90000,petrol,peugeot,,14.33
150,small car,manual,60,golf,150000,petrol,volkswagen,yes,27
500,limousine,manual,101,toledo,125000,petrol,seat,no,23
3850,cabrio,manual,109,2_reihe,100000,petrol,peugeot,no,15.42
4400,limousine,,90,golf,150000,petrol,volkswagen,,16.42
1150,bus,manual,75,kangoo,150000,petrol,renault,no,19.92
9300,kombi,manual,143,a4,150000,diesel,audi,no,12.58
